#separator:comma,,,,,,,,,,,,,,
#html:true,,,,,,,,,,,,,,
#deck column:1,,,,,,,,,,,,,,
#tags column:15,,,,,,,,,,,,,,
#columns:Deck,Word,EntryUUID,CardUUID,PartOfSpeech,Grammar,PronunciationIPA,WordAudioURL,DefinitionHTML,Example1HTML,Example2HTML,Example3HTML,Example4HTML,Example5HTML,Tags
COCA-English::02-01001-02000,battle,a7de3a8d-3ef1-467f-9781-9e5755421393,8fa36fbc-26f7-5813-befa-8d6e3d088561,noun,count,ˈbætl̟,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/battle01.mp3,a fight between two different or opposite forces,the never-ending <em>battle</em> between/of good and evil,The comedy is a classic treatment of the <em>battle of the sexes</em>. [=the struggle for power between women and men],,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,battle,a7de3a8d-3ef1-467f-9781-9e5755421393,d4d89ef6-de81-5f74-a838-e2464be70654,noun,count,ˈbætl̟,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/battle01.mp3,a long struggle to succeed or survive during a difficult situation If you are involved in a <em>losing battle</em> you are trying to do something with little or no chance of success.,"Last year, he lost his 10-year <em>battle</em> with/against AIDS. [=he died of AIDS after being sick with the disease for 10 years]",Starting her own business has proven to be an <em>uphill battle</em>. [=a very difficult struggle],"I tried to get him to change his mind, but it was a <em>losing battle</em>. [=he refused to change his mind]",She tried to stay awake but it was a <em>losing battle</em>.,a gardener <em>fighting a losing battle</em> against weeds,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,battle,6450b0ae-d1ef-44cc-9a5c-ed698f681bd1,d72aa67f-092b-5b21-8b8e-2b792216b263,verb,no obj,ˈbætl̟,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/battle01.mp3,to fight with weapons,The army <em>battled</em> for control of the bridge.,The <em>battling</em> armies agreed to a truce.,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,battle,6450b0ae-d1ef-44cc-9a5c-ed698f681bd1,14e902cd-883a-5478-ae2c-d8d79f01da74,verb,no obj,ˈbætl̟,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/battle01.mp3,to try or struggle very hard <em>to do</em> something to struggle or fight <em>for</em> something,The team <em>battled</em> [=<em>fought</em>] bravely <em>to win</em> their last game.,They <em>battled</em> [=<em>struggled</em>] <em>to keep</em> their son out of jail.,The two families have <em>battled for</em> control of the land for many years.,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,battle,6450b0ae-d1ef-44cc-9a5c-ed698f681bd1,158205a0-c3cd-5be7-bc70-632b70eed231,verb,no obj,ˈbætl̟,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/battle01.mp3,to fight or argue with someone <em>over</em> something,The couple <em>battled</em> fiercely <em>over</em> how to spend their money.,,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,battle,6450b0ae-d1ef-44cc-9a5c-ed698f681bd1,1fa219aa-53a3-51d3-806e-6e354d893f75,verb,#NAME?,ˈbætl̟,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/battle01.mp3,"to fight, compete, or argue with (someone or something)",The two teams are set to <em>battle</em> each other for the championship.,Members of both parties continue to <em>battle</em> the governor over her policies.,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,battle,6450b0ae-d1ef-44cc-9a5c-ed698f681bd1,55521805-c834-5504-8bc1-8d98f885c5ae,verb,#NAME?,ˈbætl̟,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/battle01.mp3,to try to stop or defeat (something),Hundreds of firefighters came to help <em>battle</em> the forest fire.,People often need help <em>battling</em> their drug and alcohol problems.,She's been <em>battling</em> cancer for 10 years.,<em>battling</em> the forces of evil,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,spot,a6bf889c-c964-47b9-bdc8-58950f83df2e,7e005319-4b40-55ce-8ec6-444992f26fb5,noun,count,ˈspɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/spot0001.mp3,a small area of a surface that is different from other areas often + <em>on</em>,The wood still has some rough <em>spots</em>.,The chair's original paint is still visible in <em>spots</em>.,He fell through a weak <em>spot</em> in the ice.,The dog is black with a white <em>spot on</em> its chest.,There are wet <em>spots on</em> the floor.,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,spot,a6bf889c-c964-47b9-bdc8-58950f83df2e,65c44e5e-9fd4-57a5-906e-bd79efa5500d,noun,count,ˈspɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/spot0001.mp3,a small amount of a substance that is on something often + <em>of</em>,The tablecloth had a couple of <em>spots</em>.,There were mud <em>spots</em> on the back of his pants.,rust <em>spots</em> on the metal,a <em>spot of</em> grease,There was a tiny <em>spot of</em> ketchup at the corner of her mouth.,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,spot,a6bf889c-c964-47b9-bdc8-58950f83df2e,465a1993-2eb5-5ba8-a825-101aac95dd56,noun,count,ˈspɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/spot0001.mp3,"a small mark or lump on your skin, on the surface of a plant, etc.",I noticed some red <em>spots</em> on my arms.,<em>spots</em> of rot on the leaf,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,spot,a6bf889c-c964-47b9-bdc8-58950f83df2e,9561d792-0df2-5b90-928c-6e3eff04e375,noun,count,ˈspɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/spot0001.mp3,pimple,a teenager with <em>spots</em> on his face,,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,spot,a6bf889c-c964-47b9-bdc8-58950f83df2e,e8c55447-4e31-5e96-9465-6b3c2d7018e3,noun,count,ˈspɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/spot0001.mp3,a particular space or area : place,This looks like a good <em>spot</em> for a picnic.,a sunny/shady <em>spot</em>,a quiet <em>spot</em> by the river,our family's favorite vacation <em>spot</em>,We had trouble finding a parking <em>spot</em>. [=<em>space</em>],COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,spot,a6bf889c-c964-47b9-bdc8-58950f83df2e,edf92f22-a38a-5d53-b990-7d643c5701a2,noun,count,ˈspɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/spot0001.mp3,"a particular position in a competition, organization, program, etc.",The teams are battling for the last play-off <em>spot</em>.,The band deserves a better <em>spot</em> in the festival's lineup.,The talk show has been moved to a daytime <em>spot</em>.,He's trying out for a <em>spot</em> on the team.,"With such a large lead, the team is in a comfortable <em>spot</em>.",COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,spot,a6bf889c-c964-47b9-bdc8-58950f83df2e,fdc3fca4-b035-5f77-a688-768381783960,noun,count,ˈspɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/spot0001.mp3,an appearance on a television or radio program,The host has several guest <em>spots</em> lined up tonight.,,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,spot,a6bf889c-c964-47b9-bdc8-58950f83df2e,0ac90fd5-6f29-505e-9d79-26cc4de900a7,noun,count,ˈspɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/spot0001.mp3,a short announcement or advertisement on television or radio,advertising <em>spots</em>,,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,spot,a6bf889c-c964-47b9-bdc8-58950f83df2e,d2a043c0-c2be-5148-b5d0-467521bce6e9,noun,count,ˈspɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/spot0001.mp3,a difficult or embarrassing position or situation usually singular,"When the truth came out, they found themselves in an awful <em>spot</em>. [=<em>fix</em>, <em>mess, predicament</em>]",You put me <em>in a (tight) spot</em>.,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,spot,a6bf889c-c964-47b9-bdc8-58950f83df2e,43186c90-4cc2-51f1-a383-27e3b9630adf,noun,count,ˈspɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/spot0001.mp3,a small amount <em>of</em> something,I had a <em>spot of</em> [=<em>bit of</em>] trouble putting the bicycle together.,How about a <em>spot of</em> tennis before lunch?,a <em>spot of</em> lunch,"Just a <em>spot of</em> brandy, please.",They had a <em>spot of bother</em> with the Inland Revenue.,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,spot,905dfcd4-e9e3-449f-8db1-eba0131105bc,3a7e131c-55cb-590b-a9f1-a5da02ea219f,verb,#NAME?,ˈspɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/spot0001.mp3,to see or notice (someone or something that is difficult to see or find),She <em>spotted</em> a deer in the woods.,He <em>spotted</em> a typo.,Can you <em>spot</em> [=<em>recognize</em>] the difference between the pictures?,The band's lead singer was recently <em>spotted</em> with a well-known actress.,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,spot,905dfcd4-e9e3-449f-8db1-eba0131105bc,ada532ea-1fe5-5660-ac38-2d27ac761504,verb,#NAME?,ˈspɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/spot0001.mp3,"to give (an opponent) a specified advantage at the beginning of a race, game, etc., in order to make a competition more even","They <em>spotted</em> us five points, and we still lost.",(<em>golf</em>) He <em>spotted</em> him two strokes a hole.,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,spot,905dfcd4-e9e3-449f-8db1-eba0131105bc,3d6ca587-1305-546e-b6a7-cb7e208ddd67,verb,#NAME?,ˈspɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/spot0001.mp3,to lend (someone) a small amount of money,I'm a little short of cash. Can you <em>spot</em> me five bucks?,,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,spot,905dfcd4-e9e3-449f-8db1-eba0131105bc,7f039d20-fad6-5467-ae94-067b4e861e05,verb,#NAME?,ˈspɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/spot0001.mp3,to put (the football) at the appropriate place on the field in preparation for the next play,The official <em>spotted</em> the ball at the 10-yard line.,,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,spot,905dfcd4-e9e3-449f-8db1-eba0131105bc,02425cb5-227f-5964-8ec0-2483f46d3c48,verb,#NAME?,ˈspɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/spot0001.mp3,to mark (something) with spots usually used as <em>(be) spotted with</em>,A trail of blood <em>spotted</em> the snow.,His pants <em>were spotted with</em> mud. [=there were spots of mud on his pants],,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,spot,e6ab2398-26ff-4b0d-b5bd-476faf1c2d64,d31a4e6f-d0ad-5b03-9761-2026e63a1d7c,adjective,,ˈspɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/s/spot0001.mp3,relating to goods or shares that are paid for and delivered immediately instead of at a future time,the difference between futures and <em>spot</em> commodities,the <em>spot</em> price of wheat/oil,the <em>spot</em> market,<em>spot</em> cash [=cash paid immediately for something],,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,basic,a24f39a6-9b8c-46da-a060-686c8f8f717e,c6acf582-8f0e-5447-957a-5b32cc092851,adjective,more ~; most ~,ˈbeɪsɪk,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/basic001.mp3,forming or relating to the most important part of something,"In this class, you will learn the <em>basic</em> principles of chemistry.","At its most <em>basic</em> level, the book is about a father's relationship with his children.",The <em>basic</em> difference between the two companies is their size.,The organization fights for <em>basic</em> human rights [=the rights that all people should have] throughout the world.,These ingredients are a <em>basic</em> part of Thai cooking. = These ingredients are <em>basic to</em> Thai cooking.,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,basic,a24f39a6-9b8c-46da-a060-686c8f8f717e,7eb35ded-f276-5fc9-80c2-1a0ebd0dc72e,adjective,more ~; most ~,ˈbeɪsɪk,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/basic001.mp3,forming or relating to the first or easiest part of something,We're learning <em>basic</em> [=<em>beginning</em>] English.,"<em>basic</em> reading, writing, and mathematics",She lacks even the most <em>basic</em> skills necessary for the job.,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,basic,a24f39a6-9b8c-46da-a060-686c8f8f717e,c10e04c5-448e-548b-9eea-258277bc6c05,adjective,more ~; most ~,ˈbeɪsɪk,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/basic001.mp3,not including anything extra,That's just the <em>basic</em> salary without overtime or tips.,"The motel is comfortable but pretty <em>basic</em>: you get the necessities all right, but no luxuries.",,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,basic,662934ea-640d-4f7d-88d9-a76d04230e5e,c5ad7c78-2a5d-52fb-bf43-06d209fc1c09,noun,plural,ˈbeɪsɪk,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/basic001.mp3,the simplest and most important parts of something (such as a subject of study),He's teaching me the <em>basics</em> of Japanese cooking.,the <em>basics</em> of computers = computer <em>basics</em>,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,basic,662934ea-640d-4f7d-88d9-a76d04230e5e,2dbbe41e-5ada-52fb-8815-4068e171c39f,noun,noncount,ˈbeɪsɪk,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/basic001.mp3,basic training,He starts <em>basic</em> in two months.,,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,basic,bee1b998-4943-4363-9d25-b18b048df42d,8d190223-8212-5997-bb3f-7b0b05b2bc3c,noun,noncount,ˈbeɪsɪk,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/basic001.mp3,a simple language used for programming computers,The program is written in <em>BASIC</em>.,,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,corner,3acff6f4-f4b9-4c4a-a84a-fc59e0007fd4,45464407-0205-5a90-9e94-c922bc83d33b,noun,count,ˈkoɚnɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/corner01.mp3,"the point or area where two lines, edges, or sides of something meet",the <em>corner</em> of a box/table/tablecloth,A post marks the <em>corner</em> of the property.,Write your name in the upper right-hand <em>corner</em> of the page.,He caught the ball in the <em>corner</em> of the end zone.,the northeast <em>corner</em> of the state,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,corner,3acff6f4-f4b9-4c4a-a84a-fc59e0007fd4,5c3338f1-9bc1-5fdf-9cde-50ec96423c2d,noun,count,ˈkoɚnɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/corner01.mp3,the place where two streets or roads meet,a street <em>corner</em>,The hotel is at the <em>corner</em> of Fifth Avenue and 59th Street.,A group of teenagers were hanging around on the <em>corner</em>.,He went to the grocery store around/round the <em>corner</em> from the bank.,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,corner,3acff6f4-f4b9-4c4a-a84a-fc59e0007fd4,a3da1a1d-78b9-5641-97d7-c06967f080e7,noun,count,ˈkoɚnɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/corner01.mp3,a curve in a road,She knew there was a gas station just around the <em>corner</em>. [=after the curve],The car took the <em>corner</em> [=drove around the curve in the road] too fast and went off the road.,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,corner,3acff6f4-f4b9-4c4a-a84a-fc59e0007fd4,43c0e57e-cf11-56a1-9be5-4cc01ea0bcb1,noun,count,ˈkoɚnɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/corner01.mp3,the side of your mouth or eye,He said something out of the <em>corner</em> of his mouth to the person standing next to him.,There was a tear in the <em>corner</em> of her eye.,I saw something <em>out of the corner of my eye</em>. [=I saw something to the side of where I was looking],,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,corner,3acff6f4-f4b9-4c4a-a84a-fc59e0007fd4,c5608c12-810c-5372-9c0c-b4ae0a2a3042,noun,count,ˈkoɚnɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/corner01.mp3,"one of four parts of a boxing ring where the sides meet often used figuratively to describe people, groups, etc., that are opposing or fighting each other Someone who gives you help and support is <em>in your corner</em>.",The boxers returned to their <em>corners</em> when the round ended.,"In one <em>corner</em> you have the music industry, and in the other, those who want music but don't want to pay for it.",I am going to need you <em>in my corner</em> when I go to court.,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,corner,3acff6f4-f4b9-4c4a-a84a-fc59e0007fd4,f4c899b7-1fd5-5f69-94a8-5a898038c1c1,noun,count,ˈkoɚnɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/corner01.mp3,a place that is private or secret or that few people know about or visit often used figuratively,They live in a quiet <em>corner</em> of the town.,a memory that lies in some dark <em>corner</em> of his mind,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,corner,3acff6f4-f4b9-4c4a-a84a-fc59e0007fd4,2a88d27c-8d37-5aeb-a393-e6d7621b1bab,noun,count,ˈkoɚnɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/corner01.mp3,a place that is far away,His influence extends to every <em>corner</em> of the state.,She is famous in every <em>corner</em> of the world. [=throughout the world],People came <em>from the four corners of the earth</em> [=<em>from everywhere; from all over</em>] to see the sight.,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,corner,3acff6f4-f4b9-4c4a-a84a-fc59e0007fd4,dd570583-c8b8-52cc-bde2-8f44534dac7b,noun,count,ˈkoɚnɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/corner01.mp3,a position that you cannot easily get out of : a difficult situation,The city is <em>in a tight corner</em> financially. [=is in a bad financial position],The candidate <em>backed/painted himself into a corner</em> [=put himself in a bad position] by proposing a tax increase.,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,corner,e9ef4a9a-cb2f-42a9-be27-72aac157f904,bc9af36c-429e-58fd-a74f-6cd0448ca819,adjective,,ˈkoɚnɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/corner01.mp3,located at a corner,a <em>corner</em> office,We ate in a <em>corner</em> booth at the restaurant.,a <em>corner</em> shop/store,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,corner,b13cfc49-b619-48fa-b183-b15fc453c498,263cf951-288a-5103-be8f-8ed7d8184c3d,verb,#NAME?,ˈkoɚnɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/corner01.mp3,to force (a person or animal) into a place or position from which escape is very difficult or impossible,Police <em>cornered</em> the suspect in a backyard.,A <em>cornered</em> animal can be dangerous.,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,corner,b13cfc49-b619-48fa-b183-b15fc453c498,523907df-21c1-5969-8f59-201697c7a016,verb,#NAME?,ˈkoɚnɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/corner01.mp3,to force (someone who wants to avoid you or get away from you) to stop and talk with you,He <em>cornered</em> the actress and demanded her autograph.,The interviewer <em>cornered</em> the politician with some probing questions.,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,corner,b13cfc49-b619-48fa-b183-b15fc453c498,d5297fff-35d4-51bd-a7c5-e31be23c850f,verb,#NAME?,ˈkoɚnɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/corner01.mp3,to get control of a particular type of product that is being bought and sold used in the phrase <em>corner the market</em> sometimes used figuratively,They have <em>cornered the market</em> in wheat. = They have <em>cornered the</em> wheat <em>market</em>.,He acts as if he's <em>cornered the market</em> on new ideas.,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,corner,b13cfc49-b619-48fa-b183-b15fc453c498,9063b8e9-4537-545b-a92b-d9c39ea42cf1,verb,no obj,ˈkoɚnɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/c/corner01.mp3,to turn a corner,This car <em>corners</em> well.,,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,target,85432312-bf42-45f9-a757-bf4799121f83,9a36778b-d367-59a8-88ec-e4086b0f6f0c,noun,count,ˈtɑɚgət,https://media.merriam-webster.com/audio/prons/en/us/mp3/t/target01.mp3,something that you are trying to do or achieve,We failed to meet/reach this month's sales <em>targets</em>. [=<em>goals</em>],"Our <em>target amount</em> for the fund-raiser is $2,500.",They set a <em>target date</em> of May 31.,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,target,85432312-bf42-45f9-a757-bf4799121f83,b401e410-9146-5cef-ac1e-1853221ec8a4,noun,count,ˈtɑɚgət,https://media.merriam-webster.com/audio/prons/en/us/mp3/t/target01.mp3,"a place, thing, or person at which an attack is aimed often used figuratively",Planes struck at key military <em>targets</em>.,He was a favorite <em>target</em> of the media. [=the media often attacked/criticized him],Her policies have been a <em>target</em> for/of criticism. [=criticism has been aimed/directed at her policies],Tourists are often <em>easy targets</em> for thieves.,The bullet <em>found its target</em>. [=the bullet hit the target it was aimed at],COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,target,85432312-bf42-45f9-a757-bf4799121f83,90f3ce1d-8eba-5d5c-a4b6-0616eec5a5a3,noun,count,ˈtɑɚgət,https://media.merriam-webster.com/audio/prons/en/us/mp3/t/target01.mp3,"the person or group that someone is trying to influence, sell something to, etc. often used before another noun",Their <em>target audience/market</em> is teenagers.,,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,target,85432312-bf42-45f9-a757-bf4799121f83,6267d78c-fe26-5072-8d6b-ac0f4fbfbb3f,noun,count,ˈtɑɚgət,https://media.merriam-webster.com/audio/prons/en/us/mp3/t/target01.mp3,"something (such as a round board with circles on it) that you try to hit with arrows, bullets, etc.",I aimed at the <em>target</em> and fired.,a moving <em>target</em>,<em>target</em> shooting/practice,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,target,f5d8f731-7628-46f9-8801-099a81deed22,6d4245df-d7c4-5f4b-8f86-ce8374229ea0,verb,#NAME?,ˈtɑɚgət,https://media.merriam-webster.com/audio/prons/en/us/mp3/t/target01.mp3,to aim an attack at someone or something,The missile attacks <em>targeted</em> [=were aimed at] major cities. = The missiles were <em>targeted</em> [=<em>aimed</em>] at major cities.,Thieves often <em>target</em> tourists.,drugs that <em>target</em> cancer cells,He has frequently been <em>targeted</em> by the media. [=he has been the target of frequent attacks by the media],,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,target,f5d8f731-7628-46f9-8801-099a81deed22,4e315215-5c1c-5e5f-8b34-6aac6b13f150,verb,#NAME?,ˈtɑɚgət,https://media.merriam-webster.com/audio/prons/en/us/mp3/t/target01.mp3,"to direct an action, message, etc., at someone or something",The commercial is <em>targeted</em> [=<em>aimed</em>] at children.,government programs that are <em>targeted</em> at low-income areas = government programs that <em>target</em> low-income areas,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,driver,79234d59-bcc3-47c5-ad32-71b1d6756839,78f00402-7f83-5b6c-a120-9bf36b9b2d7b,noun,count,ˈdraɪvɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/d/driver01.mp3,"a person who drives a car, truck, etc.",Who was the <em>driver</em> at the time of the accident?,He's a good/careful/fast/bad <em>driver</em>.,The front door on the <em>driver's side</em> [=the side of the car where the driver sits] is scratched.,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,driver,79234d59-bcc3-47c5-ad32-71b1d6756839,0d2c68b0-1b3f-5cd8-b3f0-7a3f6403e6b1,noun,count,ˈdraɪvɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/d/driver01.mp3,"a person whose job is to drive a vehicle (such as a taxi, truck, or bus)",We told the taxi <em>driver</em> to take us to the library.,"He likes to sit at the front of the bus, near the <em>driver</em>.",an ambulance/truck <em>driver</em>,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,driver,79234d59-bcc3-47c5-ad32-71b1d6756839,eedefa76-5b4b-5315-8bb8-44552c7a3166,noun,count,ˈdraɪvɚ,https://media.merriam-webster.com/audio/prons/en/us/mp3/d/driver01.mp3,a piece of computer software that controls a device (such as a mouse or printer) that is attached to the computer,There's a problem with the printer's <em>driver</em>.,,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,beginning,9e76cc60-9947-4152-b911-eadef8340dc8,456018cf-6651-58dd-9221-f4f04da61c14,noun,count,bɪˈgɪnɪŋ,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/beginn02.mp3,the point or time at which something begins : a starting point usually singular,He has been working there since the <em>beginning</em> of the year.,A poem was recited at the <em>beginning</em> of the wedding ceremony.,It was clear <em>from the (very) beginning</em> that she would eventually succeed.,"The company was very small <em>in the beginning</em> [=when it began], but it eventually became a giant corporation.",The argument marked <em>the beginning of the end</em> of their marriage. [=the argument was the start of a series of events that led to the end of their marriage],COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,beginning,9e76cc60-9947-4152-b911-eadef8340dc8,3bee4244-3f5e-59f1-949b-2f46733077f5,noun,count,bɪˈgɪnɪŋ,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/beginn02.mp3,the first part of something,Go back to the <em>beginning</em> of the song.,"We were late, so we missed the <em>beginning</em> of the movie.",The changes that have been made so far are <em>just/only the beginning</em>. There are many more changes still to come.,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,beginning,9e76cc60-9947-4152-b911-eadef8340dc8,ff1d4f86-d64b-57ac-8777-a496c0b0e871,noun,plural,bɪˈgɪnɪŋ,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/beginn02.mp3,an early stage or period,I have the <em>beginnings</em> of a sore throat. [=my throat is starting to feel sore],,,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,beginning,9e76cc60-9947-4152-b911-eadef8340dc8,afd4a9c3-b248-5e6d-84b5-7665ca6961e7,noun,plural,bɪˈgɪnɪŋ,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/beginn02.mp3,the origins or background of a person or thing,He came from humble <em>beginnings</em>.,the company's modest <em>beginnings</em> in an old warehouse,The organization <em>had its beginnings</em> [=<em>began</em>] in a small Midwestern town.,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
COCA-English::02-01001-02000,beginning,52956f40-e1c3-46d8-af00-794f68caa6df,c3387496-b1c5-57f3-9b94-a85b3e53dc13,adjective,,bɪˈgɪnɪŋ,https://media.merriam-webster.com/audio/prons/en/us/mp3/b/beginn02.mp3,involving or learning about the simple or basic parts of a subject,<em>beginning</em> mathematics,"The school has courses for <em>beginning</em> [=<em>elementary</em>], intermediate, and advanced students.",,,,COCA-English::2026-04-04 COCA-English::02-01001-02000
